year,month,day,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_mean_3,sin_week,cos_week
2019,4,3,15.0,9.0,6.0,8.0,11.0,7.0,11.0,9.428571428571429,11.333333333333334,0.9749279121818236,-0.22252093395631434
2019,4,4,10.0,15.0,9.0,6.0,8.0,11.0,7.0,10.428571428571429,13.0,0.43388373911755823,-0.900968867902419
2019,4,5,14.0,10.0,15.0,9.0,6.0,8.0,11.0,9.714285714285714,10.0,-0.433883739117558,-0.9009688679024191
2019,4,6,6.0,14.0,10.0,15.0,9.0,6.0,8.0,10.428571428571429,11.0,-0.9749279121818236,-0.2225209339563146
2019,4,7,13.0,6.0,14.0,10.0,15.0,9.0,6.0,10.285714285714286,8.0,-0.7818314824680299,0.6234898018587334
2019,4,8,5.0,13.0,6.0,14.0,10.0,15.0,9.0,11.0,10.666666666666666,0.0,1.0
2019,4,9,14.0,5.0,13.0,6.0,14.0,10.0,15.0,10.571428571428571,10.333333333333334,0.7818314824680298,0.6234898018587336
2019,4,10,12.0,14.0,5.0,13.0,6.0,14.0,10.0,10.714285714285714,12.333333333333334,0.9749279121818236,-0.22252093395631434
2019,4,11,11.0,12.0,14.0,5.0,13.0,6.0,14.0,10.0,10.666666666666666,0.43388373911755823,-0.900968867902419
2019,4,12,9.0,11.0,12.0,14.0,5.0,13.0,6.0,10.142857142857142,9.0,-0.433883739117558,-0.9009688679024191
2019,4,13,7.0,9.0,11.0,12.0,14.0,5.0,13.0,9.142857142857142,7.333333333333333,-0.9749279121818236,-0.2225209339563146
2019,4,14,6.0,7.0,9.0,11.0,12.0,14.0,5.0,9.571428571428571,7.0,-0.7818314824680299,0.6234898018587334
2019,4,15,8.0,6.0,7.0,9.0,11.0,12.0,14.0,8.714285714285714,7.333333333333333,0.0,1.0
2019,4,16,8.0,8.0,6.0,7.0,9.0,11.0,12.0,8.142857142857142,8.0,0.7818314824680298,0.6234898018587336
2019,4,17,8.0,8.0,8.0,6.0,7.0,9.0,11.0,7.571428571428571,7.666666666666667,0.9749279121818236,-0.22252093395631434
2019,4,18,7.0,8.0,8.0,8.0,6.0,7.0,9.0,7.714285714285714,8.333333333333334,0.43388373911755823,-0.900968867902419
2019,4,19,10.0,7.0,8.0,8.0,8.0,6.0,7.0,7.285714285714286,7.0,-0.433883739117558,-0.9009688679024191
2019,4,20,4.0,10.0,7.0,8.0,8.0,8.0,6.0,7.428571428571429,7.0,-0.9749279121818236,-0.2225209339563146
2019,4,21,7.0,4.0,10.0,7.0,8.0,8.0,8.0,7.428571428571429,6.333333333333333,-0.7818314824680299,0.6234898018587334
2019,4,22,8.0,7.0,4.0,10.0,7.0,8.0,8.0,7.571428571428571,8.0,0.0,1.0
2019,4,23,9.0,8.0,7.0,4.0,10.0,7.0,8.0,6.857142857142857,6.666666666666667,0.7818314824680298,0.6234898018587336
2019,4,24,3.0,9.0,8.0,7.0,4.0,10.0,7.0,6.285714285714286,5.0,0.9749279121818236,-0.22252093395631434
2019,4,25,3.0,3.0,9.0,8.0,7.0,4.0,10.0,6.0,4.666666666666667,0.43388373911755823,-0.900968867902419
2019,4,26,8.0,3.0,3.0,9.0,8.0,7.0,4.0,7.142857142857143,7.666666666666667,-0.433883739117558,-0.9009688679024191
2019,4,27,12.0,8.0,3.0,3.0,9.0,8.0,7.0,7.285714285714286,9.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,4,28,8.0,12.0,8.0,3.0,3.0,9.0,8.0,6.857142857142857,8.333333333333334,-0.7818314824680299,0.6234898018587334
2019,4,29,5.0,8.0,12.0,8.0,3.0,3.0,9.0,6.571428571428571,6.666666666666667,0.0,1.0
2019,4,30,7.0,5.0,8.0,12.0,8.0,3.0,3.0,7.285714285714286,6.666666666666667,0.7818314824680298,0.6234898018587336
2019,5,1,8.0,7.0,5.0,8.0,12.0,8.0,3.0,7.571428571428571,6.666666666666667,0.9749279121818236,-0.22252093395631434
2019,5,2,5.0,8.0,7.0,5.0,8.0,12.0,8.0,8.0,8.0,0.43388373911755823,-0.900968867902419
2019,5,3,11.0,5.0,8.0,7.0,5.0,8.0,12.0,7.142857142857143,7.333333333333333,-0.433883739117558,-0.9009688679024191
2019,5,4,6.0,11.0,5.0,8.0,7.0,5.0,8.0,7.857142857142857,10.0,-0.9749279121818236,-0.2225209339563146
2019,5,5,13.0,6.0,11.0,5.0,8.0,7.0,5.0,7.857142857142857,8.0,-0.7818314824680299,0.6234898018587334
2019,5,6,5.0,13.0,6.0,11.0,5.0,8.0,7.0,7.857142857142857,8.333333333333334,0.0,1.0
2019,5,7,7.0,5.0,13.0,6.0,11.0,5.0,8.0,8.0,7.0,0.7818314824680298,0.6234898018587336
2019,5,8,9.0,7.0,5.0,13.0,6.0,11.0,5.0,10.714285714285714,13.333333333333334,0.9749279121818236,-0.22252093395631434
2019,5,9,24.0,9.0,7.0,5.0,13.0,6.0,11.0,12.857142857142858,19.666666666666668,0.43388373911755823,-0.900968867902419
2019,5,10,26.0,24.0,9.0,7.0,5.0,13.0,6.0,13.285714285714286,19.666666666666668,-0.433883739117558,-0.9009688679024191
2019,5,11,9.0,26.0,24.0,9.0,7.0,5.0,13.0,12.857142857142858,15.0,-0.9749279121818236,-0.2225209339563146
2019,5,12,10.0,9.0,26.0,24.0,9.0,7.0,5.0,12.285714285714286,6.666666666666667,-0.7818314824680299,0.6234898018587334
2019,5,13,1.0,10.0,9.0,26.0,24.0,9.0,7.0,12.857142857142858,7.333333333333333,0.0,1.0
2019,5,14,11.0,1.0,10.0,9.0,26.0,24.0,9.0,12.428571428571429,6.0,0.7818314824680298,0.6234898018587336
2019,5,15,6.0,11.0,1.0,10.0,9.0,26.0,24.0,9.428571428571429,6.666666666666667,0.9749279121818236,-0.22252093395631434
2019,5,16,3.0,6.0,11.0,1.0,10.0,9.0,26.0,7.714285714285714,7.666666666666667,0.43388373911755823,-0.900968867902419
2019,5,17,14.0,3.0,6.0,11.0,1.0,10.0,9.0,8.0,9.333333333333334,-0.433883739117558,-0.9009688679024191
2019,5,18,11.0,14.0,3.0,6.0,11.0,1.0,10.0,8.142857142857142,12.0,-0.9749279121818236,-0.2225209339563146
2019,5,19,11.0,11.0,14.0,3.0,6.0,11.0,1.0,10.0,12.0,-0.7818314824680299,0.6234898018587334
2019,5,20,14.0,11.0,11.0,14.0,3.0,6.0,11.0,11.0,14.333333333333334,0.0,1.0
2019,5,21,18.0,14.0,11.0,11.0,14.0,3.0,6.0,11.285714285714286,13.333333333333334,0.7818314824680298,0.6234898018587336
2019,5,22,8.0,18.0,14.0,11.0,11.0,14.0,3.0,13.142857142857142,14.0,0.9749279121818236,-0.22252093395631434
2019,5,23,16.0,8.0,18.0,14.0,11.0,11.0,14.0,12.571428571428571,11.333333333333334,0.43388373911755823,-0.900968867902419
2019,5,24,10.0,16.0,8.0,18.0,14.0,11.0,11.0,12.142857142857142,11.333333333333334,-0.433883739117558,-0.9009688679024191
2019,5,25,8.0,10.0,16.0,8.0,18.0,14.0,11.0,11.571428571428571,8.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,5,26,7.0,8.0,10.0,16.0,8.0,18.0,14.0,10.857142857142858,8.0,-0.7818314824680299,0.6234898018587334
2019,5,27,9.0,7.0,8.0,10.0,16.0,8.0,18.0,10.285714285714286,10.0,0.0,1.0
2019,5,28,14.0,9.0,7.0,8.0,10.0,16.0,8.0,10.0,9.666666666666666,0.7818314824680298,0.6234898018587336
2019,5,29,6.0,14.0,9.0,7.0,8.0,10.0,16.0,9.714285714285714,11.333333333333334,0.9749279121818236,-0.22252093395631434
2019,5,30,14.0,6.0,14.0,9.0,7.0,8.0,10.0,9.0,8.333333333333334,0.43388373911755823,-0.900968867902419
2019,5,31,5.0,14.0,6.0,14.0,9.0,7.0,8.0,8.857142857142858,8.666666666666666,-0.433883739117558,-0.9009688679024191
2019,6,1,7.0,5.0,14.0,6.0,14.0,9.0,7.0,9.285714285714286,7.333333333333333,-0.9749279121818236,-0.2225209339563146
2019,6,2,10.0,7.0,5.0,14.0,6.0,14.0,9.0,8.428571428571429,6.666666666666667,-0.7818314824680299,0.6234898018587334
2019,6,3,3.0,10.0,7.0,5.0,14.0,6.0,14.0,7.142857142857143,6.0,0.0,1.0
2019,6,4,5.0,3.0,10.0,7.0,5.0,14.0,6.0,7.571428571428571,5.666666666666667,0.7818314824680298,0.6234898018587336
2019,6,5,9.0,5.0,3.0,10.0,7.0,5.0,14.0,6.571428571428571,7.0,0.9749279121818236,-0.22252093395631434
2019,6,6,7.0,9.0,5.0,3.0,10.0,7.0,5.0,6.142857142857143,6.0,0.43388373911755823,-0.900968867902419
2019,6,7,2.0,7.0,9.0,5.0,3.0,10.0,7.0,7.571428571428571,8.666666666666666,-0.433883739117558,-0.9009688679024191
2019,6,8,17.0,2.0,7.0,9.0,5.0,3.0,10.0,7.714285714285714,10.0,-0.9749279121818236,-0.2225209339563146
2019,6,9,11.0,17.0,2.0,7.0,9.0,5.0,3.0,8.285714285714286,11.666666666666666,-0.7818314824680299,0.6234898018587334
2019,6,10,7.0,11.0,17.0,2.0,7.0,9.0,5.0,8.571428571428571,8.333333333333334,0.0,1.0
2019,6,11,7.0,7.0,11.0,17.0,2.0,7.0,9.0,8.714285714285714,8.0,0.7818314824680298,0.6234898018587336
2019,6,12,10.0,7.0,7.0,11.0,17.0,2.0,7.0,8.714285714285714,8.0,0.9749279121818236,-0.22252093395631434
2019,6,13,7.0,10.0,7.0,7.0,11.0,17.0,2.0,10.428571428571429,10.333333333333334,0.43388373911755823,-0.900968867902419
2019,6,14,14.0,7.0,10.0,7.0,7.0,11.0,17.0,9.428571428571429,10.333333333333334,-0.433883739117558,-0.9009688679024191
2019,6,15,10.0,14.0,7.0,10.0,7.0,7.0,11.0,9.285714285714286,11.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,6,16,10.0,10.0,14.0,7.0,10.0,7.0,7.0,9.142857142857142,8.666666666666666,-0.7818314824680299,0.6234898018587334
2019,6,17,6.0,10.0,10.0,14.0,7.0,10.0,7.0,8.714285714285714,6.666666666666667,0.0,1.0
2019,6,18,4.0,6.0,10.0,10.0,14.0,7.0,10.0,8.571428571428571,6.333333333333333,0.7818314824680298,0.6234898018587336
2019,6,19,9.0,4.0,6.0,10.0,10.0,14.0,7.0,8.571428571428571,6.666666666666667,0.9749279121818236,-0.22252093395631434
2019,6,20,7.0,9.0,4.0,6.0,10.0,10.0,14.0,7.285714285714286,7.0,0.43388373911755823,-0.900968867902419
2019,6,21,5.0,7.0,9.0,4.0,6.0,10.0,10.0,6.857142857142857,6.333333333333333,-0.433883739117558,-0.9009688679024191
2019,6,22,7.0,5.0,7.0,9.0,4.0,6.0,10.0,6.857142857142857,7.333333333333333,-0.9749279121818236,-0.2225209339563146
2019,6,23,10.0,7.0,5.0,7.0,9.0,4.0,6.0,7.142857142857143,8.333333333333334,-0.7818314824680299,0.6234898018587334
2019,6,24,8.0,10.0,7.0,5.0,7.0,9.0,4.0,8.857142857142858,11.333333333333334,0.0,1.0
2019,6,25,16.0,8.0,10.0,7.0,5.0,7.0,9.0,9.0,11.333333333333334,0.7818314824680298,0.6234898018587336
2019,6,26,10.0,16.0,8.0,10.0,7.0,5.0,7.0,9.0,11.0,0.9749279121818236,-0.22252093395631434
2019,6,27,7.0,10.0,16.0,8.0,10.0,7.0,5.0,9.142857142857142,7.666666666666667,0.43388373911755823,-0.900968867902419
2019,6,28,6.0,7.0,10.0,16.0,8.0,10.0,7.0,9.714285714285714,8.0,-0.433883739117558,-0.9009688679024191
2019,6,29,11.0,6.0,7.0,10.0,16.0,8.0,10.0,10.142857142857142,10.0,-0.9749279121818236,-0.2225209339563146
2019,6,30,13.0,11.0,6.0,7.0,10.0,16.0,8.0,10.571428571428571,11.666666666666666,-0.7818314824680299,0.6234898018587334
2019,7,1,11.0,13.0,11.0,6.0,7.0,10.0,16.0,9.428571428571429,10.666666666666666,0.0,1.0
2019,7,2,8.0,11.0,13.0,11.0,6.0,7.0,10.0,9.571428571428571,10.0,0.7818314824680298,0.6234898018587336
2019,7,3,11.0,8.0,11.0,13.0,11.0,6.0,7.0,10.857142857142858,11.666666666666666,0.9749279121818236,-0.22252093395631434
2019,7,4,16.0,11.0,8.0,11.0,13.0,11.0,6.0,10.714285714285714,10.666666666666666,0.43388373911755823,-0.900968867902419
2019,7,5,5.0,16.0,11.0,8.0,11.0,13.0,11.0,9.857142857142858,8.666666666666666,-0.433883739117558,-0.9009688679024191
2019,7,6,5.0,5.0,16.0,11.0,8.0,11.0,13.0,8.857142857142858,5.333333333333333,-0.9749279121818236,-0.2225209339563146
2019,7,7,6.0,5.0,5.0,16.0,11.0,8.0,11.0,7.857142857142857,5.0,-0.7818314824680299,0.6234898018587334
2019,7,8,4.0,6.0,5.0,5.0,16.0,11.0,8.0,7.571428571428571,5.333333333333333,0.0,1.0
2019,7,9,6.0,4.0,6.0,5.0,5.0,16.0,11.0,7.142857142857143,6.0,0.7818314824680298,0.6234898018587336
2019,7,10,8.0,6.0,4.0,6.0,5.0,5.0,16.0,6.428571428571429,8.333333333333334,0.9749279121818236,-0.22252093395631434
2019,7,11,11.0,8.0,6.0,4.0,6.0,5.0,5.0,8.428571428571429,12.666666666666666,0.43388373911755823,-0.900968867902419
2019,7,12,19.0,11.0,8.0,6.0,4.0,6.0,5.0,9.857142857142858,15.0,-0.433883739117558,-0.9009688679024191
2019,7,13,15.0,19.0,11.0,8.0,6.0,4.0,6.0,12.285714285714286,19.0,-0.9749279121818236,-0.2225209339563146
2019,7,14,23.0,15.0,19.0,11.0,8.0,6.0,4.0,12.428571428571429,14.333333333333334,-0.7818314824680299,0.6234898018587334
2019,7,15,5.0,23.0,15.0,19.0,11.0,8.0,6.0,13.714285714285714,14.333333333333334,0.0,1.0
2019,7,16,15.0,5.0,23.0,15.0,19.0,11.0,8.0,14.428571428571429,11.0,0.7818314824680298,0.6234898018587336
2019,7,17,13.0,15.0,5.0,23.0,15.0,19.0,11.0,14.142857142857142,12.333333333333334,0.9749279121818236,-0.22252093395631434
2019,7,18,9.0,13.0,15.0,5.0,23.0,15.0,19.0,12.571428571428571,10.0,0.43388373911755823,-0.900968867902419
2019,7,19,8.0,9.0,13.0,15.0,5.0,23.0,15.0,12.285714285714286,10.0,-0.433883739117558,-0.9009688679024191
2019,7,20,13.0,8.0,9.0,13.0,15.0,5.0,23.0,10.428571428571429,10.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,7,21,10.0,13.0,8.0,9.0,13.0,15.0,5.0,10.714285714285714,10.0,-0.7818314824680299,0.6234898018587334
2019,7,22,7.0,10.0,13.0,8.0,9.0,13.0,15.0,10.571428571428571,10.333333333333334,0.0,1.0
2019,7,23,14.0,7.0,10.0,13.0,8.0,9.0,13.0,12.0,14.666666666666666,0.7818314824680298,0.6234898018587336
2019,7,24,23.0,14.0,7.0,10.0,13.0,8.0,9.0,12.285714285714286,16.0,0.9749279121818236,-0.22252093395631434
2019,7,25,11.0,23.0,14.0,7.0,10.0,13.0,8.0,13.0,15.666666666666666,0.43388373911755823,-0.900968867902419
2019,7,26,13.0,11.0,23.0,14.0,7.0,10.0,13.0,13.142857142857142,12.666666666666666,-0.433883739117558,-0.9009688679024191
2019,7,27,14.0,13.0,11.0,23.0,14.0,7.0,10.0,14.0,14.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,7,28,16.0,14.0,13.0,11.0,23.0,14.0,7.0,13.714285714285714,11.666666666666666,-0.7818314824680299,0.6234898018587334
2019,7,29,5.0,16.0,14.0,13.0,11.0,23.0,14.0,12.857142857142858,9.666666666666666,0.0,1.0
2019,7,30,8.0,5.0,16.0,14.0,13.0,11.0,23.0,12.285714285714286,10.666666666666666,0.7818314824680298,0.6234898018587336
2019,7,31,19.0,8.0,5.0,16.0,14.0,13.0,11.0,12.428571428571429,13.0,0.9749279121818236,-0.22252093395631434
2019,8,1,12.0,19.0,8.0,5.0,16.0,14.0,13.0,11.714285714285714,13.0,0.43388373911755823,-0.900968867902419
2019,8,2,8.0,12.0,19.0,8.0,5.0,16.0,14.0,13.428571428571429,15.333333333333334,-0.433883739117558,-0.9009688679024191
2019,8,3,26.0,8.0,12.0,19.0,8.0,5.0,16.0,12.571428571428571,14.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,8,4,10.0,26.0,8.0,12.0,19.0,8.0,5.0,13.285714285714286,15.333333333333334,-0.7818314824680299,0.6234898018587334
2019,8,5,10.0,10.0,26.0,8.0,12.0,19.0,8.0,14.714285714285714,12.666666666666666,0.0,1.0
2019,8,6,18.0,10.0,10.0,26.0,8.0,12.0,19.0,13.571428571428571,13.0,0.7818314824680298,0.6234898018587336
2019,8,7,11.0,18.0,10.0,10.0,26.0,8.0,12.0,13.0,12.333333333333334,0.9749279121818236,-0.22252093395631434
2019,8,8,8.0,11.0,18.0,10.0,10.0,26.0,8.0,13.857142857142858,11.0,0.43388373911755823,-0.900968867902419
2019,8,9,14.0,8.0,11.0,18.0,10.0,10.0,26.0,12.285714285714286,12.333333333333334,-0.433883739117558,-0.9009688679024191
2019,8,10,15.0,14.0,8.0,11.0,18.0,10.0,10.0,12.142857142857142,12.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,8,11,9.0,15.0,14.0,8.0,11.0,18.0,10.0,12.714285714285714,12.666666666666666,-0.7818314824680299,0.6234898018587334
2019,8,12,14.0,9.0,15.0,14.0,8.0,11.0,18.0,12.142857142857142,12.333333333333334,0.0,1.0
2019,8,13,14.0,14.0,9.0,15.0,14.0,8.0,11.0,12.285714285714286,13.333333333333334,0.7818314824680298,0.6234898018587336
2019,8,14,12.0,14.0,14.0,9.0,15.0,14.0,8.0,12.428571428571429,11.666666666666666,0.9749279121818236,-0.22252093395631434
2019,8,15,9.0,12.0,14.0,14.0,9.0,15.0,14.0,12.142857142857142,11.0,0.43388373911755823,-0.900968867902419
2019,8,16,12.0,9.0,12.0,14.0,14.0,9.0,15.0,15.714285714285714,20.333333333333332,-0.433883739117558,-0.9009688679024191
2019,8,17,40.0,12.0,9.0,12.0,14.0,14.0,9.0,14.857142857142858,18.333333333333332,-0.9749279121818236,-0.2225209339563146
2019,8,18,3.0,40.0,12.0,9.0,12.0,14.0,14.0,14.142857142857142,17.333333333333332,-0.7818314824680299,0.6234898018587334
2019,8,19,9.0,3.0,40.0,12.0,9.0,12.0,14.0,13.428571428571429,7.0,0.0,1.0
2019,8,20,9.0,9.0,3.0,40.0,12.0,9.0,12.0,13.571428571428571,10.333333333333334,0.7818314824680298,0.6234898018587336
2019,8,21,13.0,9.0,9.0,3.0,40.0,12.0,9.0,13.142857142857142,9.333333333333334,0.9749279121818236,-0.22252093395631434
2019,8,22,6.0,13.0,9.0,9.0,3.0,40.0,12.0,12.285714285714286,8.333333333333334,0.43388373911755823,-0.900968867902419
2019,8,23,6.0,6.0,13.0,9.0,9.0,3.0,40.0,7.142857142857143,5.333333333333333,-0.433883739117558,-0.9009688679024191
2019,8,24,4.0,6.0,6.0,13.0,9.0,9.0,3.0,8.142857142857142,6.666666666666667,-0.9749279121818236,-0.2225209339563146
2019,8,25,10.0,4.0,6.0,6.0,13.0,9.0,9.0,7.428571428571429,6.0,-0.7818314824680299,0.6234898018587334
2019,8,26,4.0,10.0,4.0,6.0,6.0,13.0,9.0,8.0,9.0,0.0,1.0
2019,8,27,13.0,4.0,10.0,4.0,6.0,6.0,13.0,8.0,10.0,0.7818314824680298,0.6234898018587336
2019,8,28,13.0,13.0,4.0,10.0,4.0,6.0,6.0,9.0,13.0,0.9749279121818236,-0.22252093395631434
2019,8,29,13.0,13.0,13.0,4.0,10.0,4.0,6.0,9.714285714285714,12.333333333333334,0.43388373911755823,-0.900968867902419
2019,8,30,11.0,13.0,13.0,13.0,4.0,10.0,4.0,11.285714285714286,13.0,-0.433883739117558,-0.9009688679024191
2019,8,31,15.0,11.0,13.0,13.0,13.0,4.0,10.0,11.714285714285714,13.0,-0.9749279121818236,-0.2225209339563146
2019,9,1,13.0,15.0,11.0,13.0,13.0,13.0,4.0,13.0,13.666666666666666,-0.7818314824680299,0.6234898018587334
2019,9,2,13.0,13.0,15.0,11.0,13.0,13.0,13.0,13.285714285714286,13.666666666666666,0.0,1.0
2019,9,3,15.0,13.0,13.0,15.0,11.0,13.0,13.0,14.285714285714286,16.0,0.7818314824680298,0.6234898018587336
2019,9,4,20.0,15.0,13.0,13.0,15.0,11.0,13.0,14.0,15.333333333333334,0.9749279121818236,-0.22252093395631434
2019,9,5,11.0,20.0,15.0,13.0,13.0,15.0,11.0,14.857142857142858,16.0,0.43388373911755823,-0.900968867902419
2019,9,6,17.0,11.0,20.0,15.0,13.0,13.0,15.0,17.0,19.333333333333332,-0.433883739117558,-0.9009688679024191
2019,9,7,30.0,17.0,11.0,20.0,15.0,13.0,13.0,16.142857142857142,18.0,-0.9749279121818236,-0.2225209339563146
2019,9,8,7.0,30.0,17.0,11.0,20.0,15.0,13.0,15.571428571428571,15.333333333333334,-0.7818314824680299,0.6234898018587334
2019,9,9,9.0,7.0,30.0,17.0,11.0,20.0,15.0,15.285714285714286,9.666666666666666,0.0,1.0
2019,9,10,13.0,9.0,7.0,30.0,17.0,11.0,20.0,14.571428571428571,12.333333333333334,0.7818314824680298,0.6234898018587336
2019,9,11,15.0,13.0,9.0,7.0,30.0,17.0,11.0,15.0,14.0,0.9749279121818236,-0.22252093395631434
2019,9,12,14.0,15.0,13.0,9.0,7.0,30.0,17.0,15.0,15.333333333333334,0.43388373911755823,-0.900968867902419
2019,9,13,17.0,14.0,15.0,13.0,9.0,7.0,30.0,12.142857142857142,13.666666666666666,-0.433883739117558,-0.9009688679024191
2019,9,14,10.0,17.0,14.0,15.0,13.0,9.0,7.0,13.0,13.333333333333334,-0.9749279121818236,-0.2225209339563146
2019,9,15,13.0,10.0,17.0,14.0,15.0,13.0,9.0,12.857142857142858,10.333333333333334,-0.7818314824680299,0.6234898018587334
2019,9,16,8.0,13.0,10.0,17.0,14.0,15.0,13.0,12.857142857142858,11.333333333333334,0.0,1.0
2019,9,17,13.0,8.0,13.0,10.0,17.0,14.0,15.0,12.428571428571429,11.0,0.7818314824680298,0.6234898018587336
2019,9,18,12.0,13.0,8.0,13.0,10.0,17.0,14.0,13.571428571428571,15.666666666666666,0.9749279121818236,-0.22252093395631434
2019,9,19,22.0,12.0,13.0,8.0,13.0,10.0,17.0,13.857142857142858,17.666666666666668,0.43388373911755823,-0.900968867902419
2019,9,20,19.0,22.0,12.0,13.0,8.0,13.0,10.0,15.0,19.666666666666668,-0.433883739117558,-0.9009688679024191
2019,9,21,18.0,19.0,22.0,12.0,13.0,8.0,13.0,14.142857142857142,14.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,9,22,7.0,18.0,19.0,22.0,12.0,13.0,8.0,15.142857142857142,13.333333333333334,-0.7818314824680299,0.6234898018587334
2019,9,23,15.0,7.0,18.0,19.0,22.0,12.0,13.0,15.142857142857142,11.666666666666666,0.0,1.0
2019,9,24,13.0,15.0,7.0,18.0,19.0,22.0,12.0,14.428571428571429,11.666666666666666,0.7818314824680298,0.6234898018587336
2019,9,25,7.0,13.0,15.0,7.0,18.0,19.0,22.0,13.285714285714286,11.333333333333334,0.9749279121818236,-0.22252093395631434
2019,9,26,14.0,7.0,13.0,15.0,7.0,18.0,19.0,12.142857142857142,10.666666666666666,0.43388373911755823,-0.900968867902419
2019,9,27,11.0,14.0,7.0,13.0,15.0,7.0,18.0,12.0,14.0,-0.433883739117558,-0.9009688679024191
2019,9,28,17.0,11.0,14.0,7.0,13.0,15.0,7.0,11.714285714285714,11.0,-0.9749279121818236,-0.2225209339563146
2019,9,29,5.0,17.0,11.0,14.0,7.0,13.0,15.0,10.142857142857142,8.666666666666666,-0.7818314824680299,0.6234898018587334
2019,9,30,4.0,5.0,17.0,11.0,14.0,7.0,13.0,10.428571428571429,8.0,0.0,1.0
2019,10,1,15.0,4.0,5.0,17.0,11.0,14.0,7.0,10.571428571428571,9.0,0.7818314824680298,0.6234898018587336
2019,10,2,8.0,15.0,4.0,5.0,17.0,11.0,14.0,10.428571428571429,12.0,0.9749279121818236,-0.22252093395631434
2019,10,3,13.0,8.0,15.0,4.0,5.0,17.0,11.0,9.714285714285714,9.0,0.43388373911755823,-0.900968867902419
2019,10,4,6.0,13.0,8.0,15.0,4.0,5.0,17.0,8.857142857142858,10.0,-0.433883739117558,-0.9009688679024191
2019,10,5,11.0,6.0,13.0,8.0,15.0,4.0,5.0,9.571428571428571,9.0,-0.9749279121818236,-0.2225209339563146
2019,10,6,10.0,11.0,6.0,13.0,8.0,15.0,4.0,9.857142857142858,9.0,-0.7818314824680299,0.6234898018587334
2019,10,7,6.0,10.0,11.0,6.0,13.0,8.0,15.0,9.857142857142858,10.333333333333334,0.0,1.0
2019,10,8,15.0,6.0,10.0,11.0,6.0,13.0,8.0,10.857142857142858,12.0,0.7818314824680298,0.6234898018587336
2019,10,9,15.0,15.0,6.0,10.0,11.0,6.0,13.0,10.571428571428571,13.666666666666666,0.9749279121818236,-0.22252093395631434
2019,10,10,11.0,15.0,15.0,6.0,10.0,11.0,6.0,11.285714285714286,12.333333333333334,0.43388373911755823,-0.900968867902419
2019,10,11,11.0,11.0,15.0,15.0,6.0,10.0,11.0,12.0,12.666666666666666,-0.433883739117558,-0.9009688679024191
2019,10,12,16.0,11.0,11.0,15.0,15.0,6.0,10.0,11.714285714285714,11.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,10,13,8.0,16.0,11.0,11.0,15.0,15.0,6.0,12.285714285714286,11.333333333333334,-0.7818314824680299,0.6234898018587334
2019,10,14,10.0,8.0,16.0,11.0,11.0,15.0,15.0,10.857142857142858,7.666666666666667,0.0,1.0
2019,10,15,5.0,10.0,8.0,16.0,11.0,11.0,15.0,10.857142857142858,10.0,0.7818314824680298,0.6234898018587336
2019,10,16,15.0,5.0,10.0,8.0,16.0,11.0,11.0,11.285714285714286,11.333333333333334,0.9749279121818236,-0.22252093395631434
2019,10,17,14.0,15.0,5.0,10.0,8.0,16.0,11.0,11.571428571428571,14.0,0.43388373911755823,-0.900968867902419
2019,10,18,13.0,14.0,15.0,5.0,10.0,8.0,16.0,10.857142857142858,12.666666666666666,-0.433883739117558,-0.9009688679024191
2019,10,19,11.0,13.0,14.0,15.0,5.0,10.0,8.0,10.0,8.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,10,20,2.0,11.0,13.0,14.0,15.0,5.0,10.0,9.142857142857142,5.666666666666667,-0.7818314824680299,0.6234898018587334
2019,10,21,4.0,2.0,11.0,13.0,14.0,15.0,5.0,11.857142857142858,10.0,0.0,1.0
2019,10,22,24.0,4.0,2.0,11.0,13.0,14.0,15.0,11.571428571428571,13.666666666666666,0.7818314824680298,0.6234898018587336
2019,10,23,13.0,24.0,4.0,2.0,11.0,13.0,14.0,11.285714285714286,16.333333333333332,0.9749279121818236,-0.22252093395631434
2019,10,24,12.0,13.0,24.0,4.0,2.0,11.0,13.0,11.0,12.0,0.43388373911755823,-0.900968867902419
2019,10,25,11.0,12.0,13.0,24.0,4.0,2.0,11.0,11.0,11.333333333333334,-0.433883739117558,-0.9009688679024191
2019,10,26,11.0,11.0,12.0,13.0,24.0,4.0,2.0,12.571428571428571,11.666666666666666,-0.9749279121818236,-0.2225209339563146
2019,10,27,13.0,11.0,11.0,12.0,13.0,24.0,4.0,12.285714285714286,8.666666666666666,-0.7818314824680299,0.6234898018587334
2019,10,28,2.0,13.0,11.0,11.0,12.0,13.0,24.0,9.0,5.333333333333333,0.0,1.0
2019,10,29,1.0,2.0,13.0,11.0,11.0,12.0,13.0,9.285714285714286,6.0,0.7818314824680298,0.6234898018587336
